Date,County,State Abbreviation,Population,Cases - last 7 days,Cumulative cases,Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),Deaths - last 7 days,Cumulative deaths,Viral (RT-PCR) lab test positivity rate - last 7 days,Confirmed COVID-19 admissions - last 7 days,Suspected COVID-19 admissions - last 7 days,% inpatient beds occupied by COVID-19 patient,Total inpatient beds among hospitals reporting - last 7 days,% ventilators in use by COVID-19 patient,Total ventilators among hospitals reporting - last 7 days,People who are fully vaccinated,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,People with at least 1 dose,People with at least 1 dose - ages 65+,People who are fully vaccinated - 12-17,People who are fully vaccinated as % of population - 12-17,People with at least 1 dose - ages 12-17
2021-03-18,"Unallocated, FL",FL,NA,18,3516,23255,0,0,0.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Dixie County, FL",FL,16826,15,1534,170,0,22,0.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Taylor County, FL",FL,21569,15,2681,318,1,43,0.041,11,0,0.03,48,0,3,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Wakulla County, FL",FL,33739,15,3212,359,0,52,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Columbia County, FL",FL,71686,14,7747,1162,1,161,0.04,5,2,0.06,93,0,26.14285714285715,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Calhoun County, FL",FL,14105,13,1644,217,0,42,0.048,0,0,0,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Gilchrist County, FL",FL,18582,12,1455,206,0,37,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Union County, FL",FL,15237,11,1762,196,0,70,0.071,0,0,0,15.28571428571428,0,2,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Baker County, FL",FL,29210,10,3324,340,0,57,0.049,0,0,0,22,0,4,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Bradford County, FL",FL,28201,10,2889,448,1,54,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Washington County, FL",FL,25473,9,2648,176,0,48,0.022,1,0,0,37,0,7,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Madison County, FL",FL,18493,9,2027,372,0,43,0.007,0,0,0,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Franklin County, FL",FL,12125,6,1288,69,0,16,0.101,0,0,0,15,0,11,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Holmes County, FL",FL,19617,5,2203,213,1,45,0.015,0,0,0.01,20,0,5,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Lafayette County, FL",FL,8422,5,1603,139,0,25,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Glades County, FL",FL,13811,4,914,51,0,16,0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Jefferson County, FL",FL,14246,4,1413,227,0,24,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Gulf County, FL",FL,13639,3,1890,173,0,41,0.071,0,0,0,25,0,3,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Hamilton County, FL",FL,14428,3,1576,128,0,23,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-18,"Liberty County, FL",FL,8354,2,1051,76,0,15,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Miami-Dade County, FL",FL,2716940,7228,430942,129022,91,5710,0.097,576,199,0.1,6098.857142857142,0.07,1897.285714285714,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Broward County, FL",FL,1952778,4216,206185,63301,52,2572,0.099,452,132,0.11,4506,0.09,1019.428571428571,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Palm Beach County, FL",FL,1496770,2475,127111,38221,59,2594,0.076,228,46,0.06,3669.857142857143,0.04,745.5714285714287,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Hillsborough County, FL",FL,1471968,2316,117040,28679,25,1573,0.062,274,126,0.05,4107.857142857143,0.04,643.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Orange County, FL",FL,1393452,1916,119224,28400,20,1158,0.049,190,340,0.05,4705.714285714286,0.03,827,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Pinellas County, FL",FL,974996,1173,69667,20521,40,1522,0.043,247,145,0.06,3043.571428571428,0.05,451.8571428571428,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Lee County, FL",FL,770577,1080,60451,12550,6,905,0.069,78,21,0.05,1584.428571428572,0.03,243.8571428571429,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Duval County, FL",FL,957755,858,91085,18993,25,1258,0.037,96,94,0.04,3225,0.08,545,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Polk County, FL",FL,724777,833,59400,14482,18,1209,0.063,130,83,0.08,1552,0.12,150,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Volusia County, FL",FL,553284,768,36328,9078,13,697,0.053,53,12,0.04,1564,0.06,216,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Brevard County, FL",FL,601942,740,35925,7929,15,787,0.051,65,9,0.05,1384,0.06,191.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Pasco County, FL",FL,553947,648,35039,8713,11,679,0.064,92,26,0.05,1355,0.04,226,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Manatee County, FL",FL,403253,582,33581,8984,6,630,0.064,21,32,0.07,721.5714285714287,0.03,108,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Seminole County, FL",FL,471826,574,28693,7069,6,449,0.055,28,14,0.1,253,0.04,78,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Osceola County, FL",FL,375751,567,38381,7909,9,471,0.059,36,16,0.06,586,0.07,112,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Collier County, FL",FL,384902,490,31564,5847,12,484,0.064,71,1,0.08,830.2857142857142,0.02,114,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Sarasota County, FL",FL,433742,461,28254,7784,0,751,0.041,46,7,0.05,1220.714285714286,0.03,216.1428571428572,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Lake County, FL",FL,367118,453,25831,6028,10,594,0.047,42,28,0.06,747,0.01,104,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"St. Lucie County, FL",FL,328297,383,23306,7261,10,563,0.079,48,20,0.07,613,0.06,123.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Marion County, FL",FL,365579,275,28513,6608,20,902,0.053,41,21,0.05,823,0.03,201.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Leon County, FL",FL,293582,230,29890,5703,4,297,0.024,18,2,0.02,851,0,229,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Bay County, FL",FL,174705,223,19350,1676,8,366,0.073,12,21,0.02,439,0.09,114,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"St. Johns County, FL",FL,264672,220,20673,4967,3,201,0.039,7,5,0.01,335,0,36,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Hernando County, FL",FL,193920,202,11930,2901,12,435,0.102,36,6,0.05,535.2857142857142,0.02,91.28571428571428,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Escambia County, FL",FL,318316,200,34492,3497,13,659,0.044,28,28,0.03,1253,0.19,161,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Okaloosa County, FL",FL,210738,175,19545,1849,5,342,0.047,15,0,0.03,431,0.02,103,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Alachua County, FL",FL,269043,175,22911,12474,4,252,0.018,44,13,0.02,1797.714285714286,0.02,408,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Sumter County, FL",FL,132420,173,8442,1946,0,242,0.078,18,0,0.08,290,0.02,34.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Charlotte County, FL",FL,188910,162,11096,2768,7,388,0.056,24,3,0.04,643,0.02,98,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Martin County, FL",FL,161000,158,11049,4233,6,299,0.056,38,0,0.09,415,0.01,257,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Flagler County, FL",FL,115081,154,6355,1071,0,94,0.06,7,0,0.07,163,0.02,18,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Citrus County, FL",FL,149657,147,10094,1355,8,420,0.08,22,7,0.05,332,0.01,63,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Indian River County, FL",FL,159923,144,11438,5428,6,274,0.043,10,10,0.05,324,0.15,37,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Santa Rosa County, FL",FL,184313,131,17527,1395,2,276,0.057,5,3,0.02,157,0,31,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Monroe County, FL",FL,74228,122,6181,1624,1,48,0.081,4,1,0.03,128,0.01,23,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Clay County, FL",FL,219252,120,17063,3800,5,323,0.026,21,23,0.03,516.8571428571429,0.08,160.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Highlands County, FL",FL,106221,90,7477,1927,5,312,0.039,21,6,0.09,305,0.03,60,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Nassau County, FL",FL,88625,59,7893,1691,2,118,0.034,5,1,0.07,58,0.03,14,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"DeSoto County, FL",FL,38001,57,3966,706,3,79,0.088,7,0,0.21,22,0,5,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Levy County, FL",FL,41503,55,3027,591,0,43,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Walton County, FL",FL,74071,46,7224,600,0,81,0.041,10,0,0.01,136,0.08,15,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Hendry County, FL",FL,42022,40,4397,303,1,76,0.086,0,0,0.03,26,0,5,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Hardee County, FL",FL,26937,34,2866,386,4,35,0.092,0,0,0,35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Jackson County, FL",FL,46414,33,6013,768,0,153,0.01,2,0,0.04,100,0.06,20,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Putnam County, FL",FL,74521,30,5949,1196,2,133,0.033,0,2,0.06,87,0.02,34.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Okeechobee County, FL",FL,42168,29,3645,871,0,83,0.04,9,3,0.07,100,0.04,23,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Suwannee County, FL",FL,44417,25,5182,736,1,135,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Columbia County, FL",FL,71686,22,7755,1250,2,162,0.035,4,2,0.06,93,0,26,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Gadsden County, FL",FL,45660,21,5516,646,1,91,0.01,0,0,0,58,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Wakulla County, FL",FL,33739,21,3218,332,0,52,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Dixie County, FL",FL,16826,16,1536,188,0,22,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Taylor County, FL",FL,21569,13,2686,324,1,43,0.041,10,0,0.03,48,0,3,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Baker County, FL",FL,29210,13,3328,347,1,58,0.058,0,0,0,22,0,4,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Bradford County, FL",FL,28201,12,2893,449,0,54,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Gilchrist County, FL",FL,18582,11,1458,198,0,37,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Washington County, FL",FL,25473,10,2650,165,0,48,0.027,1,0,0,37,0,7,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Union County, FL",FL,15237,10,1762,179,0,70,0.067,0,0,0,15.28571428571428,0,2,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Calhoun County, FL",FL,14105,9,1645,258,0,42,0.033,0,0,0,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Glades County, FL",FL,13811,7,918,49,0,16,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Madison County, FL",FL,18493,7,2028,391,0,43,0.007,0,0,0,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Holmes County, FL",FL,19617,6,2205,209,1,45,0.021,0,0,0.01,20,0,5,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Franklin County, FL",FL,12125,6,1289,70,0,16,0.115,0,0,0,15,0,11,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Jefferson County, FL",FL,14246,5,1414,203,0,24,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Hamilton County, FL",FL,14428,4,1577,139,0,23,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Gulf County, FL",FL,13639,4,1891,167,0,41,0.036,0,0,0,25,0,3,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Lafayette County, FL",FL,8422,3,1603,155,0,25,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Liberty County, FL",FL,8354,2,1051,85,2,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-19,"Unallocated, FL",FL,NA,-4,3499,23369,0,0,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Miami-Dade County, FL",FL,2716940,7303,433452,128669,73,5724,0.096,576,208,0.09,6117.571428571428,0.06,1895,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Broward County, FL",FL,1952778,4244,207580,62906,50,2591,0.094,467,137,0.11,4503.714285714285,0.09,1019.571428571429,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Palm Beach County, FL",FL,1496770,2324,127830,38072,51,2596,0.075,204,50,0.05,3648.571428571428,0.03,744,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Hillsborough County, FL",FL,1471968,2287,117769,28794,22,1577,0.064,278,113,0.05,4105.857142857143,0.04,643.2857142857142,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Orange County, FL",FL,1393452,1965,119871,28928,21,1161,0.053,199,358,0.05,4710.714285714286,0.03,827.8571428571428,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Pinellas County, FL",FL,974996,1177,70089,20397,23,1524,0.045,256,151,0.06,3047,0.05,453,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Lee County, FL",FL,770577,1087,60772,13008,2,906,0.072,91,19,0.05,1584.714285714286,0.03,245.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Polk County, FL",FL,724777,834,59654,14212,25,1219,0.06,138,82,0.07,1552,0.12,150,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Duval County, FL",FL,957755,802,91342,19461,27,1263,0.036,98,90,0.04,3225,0.08,545,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Volusia County, FL",FL,553284,799,36590,9416,11,697,0.058,60,14,0.04,1564,0.05,216,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Brevard County, FL",FL,601942,678,36142,7937,8,789,0.053,63,13,0.05,1384,0.05,191.8571428571429,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Seminole County, FL",FL,471826,617,28892,7341,4,449,0.06,24,10,0.09,253,0.04,78,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Pasco County, FL",FL,553947,617,35248,8700,9,680,0.065,94,28,0.05,1355.142857142857,0.03,226,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Manatee County, FL",FL,403253,583,33763,9106,4,630,0.065,18,25,0.06,722,0.03,108,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Osceola County, FL",FL,375751,570,38577,8100,6,473,0.068,30,18,0.06,586,0.07,111.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Collier County, FL",FL,384902,502,31697,5884,11,490,0.062,73,1,0.08,825.7142857142858,0.03,114,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Sarasota County, FL",FL,433742,471,28399,7942,24,775,0.047,49,7,0.05,1219.428571428572,0.03,215.8571428571429,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Lake County, FL",FL,367118,414,25943,6086,6,593,0.044,41,35,0.06,747,0.02,104,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"St. Lucie County, FL",FL,328297,344,23415,7420,13,569,0.065,44,21,0.07,613,0.07,123.8571428571429,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Marion County, FL",FL,365579,256,28609,6662,17,904,0.053,39,20,0.05,823,0.03,201.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Bay County, FL",FL,174705,229,19398,1618,7,368,0.059,13,14,0.02,439,0.09,114.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"St. Johns County, FL",FL,264672,221,20752,5114,2,201,0.031,7,7,0.02,335,0,36,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Leon County, FL",FL,293582,212,29966,5969,5,298,0.025,19,1,0.02,851,0.01,229,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Hernando County, FL",FL,193920,210,12022,2884,5,435,0.097,29,6,0.05,553,0.02,93,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Alachua County, FL",FL,269043,196,22994,11631,3,252,0.021,49,12,0.02,1798.285714285714,0.02,408,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Charlotte County, FL",FL,188910,177,11155,2762,5,388,0.071,26,6,0.03,643,0.01,98,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Martin County, FL",FL,161000,169,11114,4408,4,299,0.064,40,0,0.08,415,0.01,257,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Okaloosa County, FL",FL,210738,161,19588,1800,4,343,0.045,13,0,0.03,431,0.02,103,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Flagler County, FL",FL,115081,160,6401,1122,0,93,0.074,8,0,0.07,163,0,18,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Escambia County, FL",FL,318316,160,34537,3489,7,659,0.047,25,33,0.02,1253,0.2,160.8571428571429,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Sumter County, FL",FL,132420,150,8489,1882,0,242,0.078,15,0,0.07,290,0.01,32.85714285714285,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Citrus County, FL",FL,149657,141,10140,1341,4,420,0.076,18,7,0.05,332,0.01,63,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Santa Rosa County, FL",FL,184313,131,17566,1373,2,276,0.069,4,3,0.02,157,0,31,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Clay County, FL",FL,219252,130,17118,3859,7,325,0.028,18,19,0.03,516.8571428571429,0.08,160.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Indian River County, FL",FL,159923,127,11474,5515,3,275,0.041,8,10,0.05,324,0.15,37,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Monroe County, FL",FL,74228,114,6221,1673,1,48,0.074,7,0,0.03,128,0.01,23.14285714285715,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Highlands County, FL",FL,106221,83,7505,1952,6,313,0.038,18,7,0.09,305,0.02,60,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Nassau County, FL",FL,88625,62,7912,1677,1,118,0.036,5,2,0.06,58,0.01,14,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Hendry County, FL",FL,42022,54,4418,316,1,76,0.1,0,0,0.02,26,0,5,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Levy County, FL",FL,41503,50,3034,592,0,43,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Walton County, FL",FL,74071,47,7241,598,0,81,0.04,10,0,0.01,136,0.09,15,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"DeSoto County, FL",FL,38001,45,3976,693,2,79,0.079,7,0,0.2,20.85714285714286,0,5,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Columbia County, FL",FL,71686,34,7767,1245,2,162,0.034,3,3,0.05,93,0,25.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Okeechobee County, FL",FL,42168,34,3659,872,0,83,0.049,10,5,0.06,100,0.02,23,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Suwannee County, FL",FL,44417,31,5195,739,0,135,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Jackson County, FL",FL,46414,30,6018,755,1,154,0.009,1,0,0.04,100,0.04,20,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Putnam County, FL",FL,74521,29,5963,1219,0,133,0.029,1,3,0.04,87,0.02,35,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Gadsden County, FL",FL,45660,21,5524,640,2,92,0.011,0,0,0,58,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Wakulla County, FL",FL,33739,20,3223,350,0,52,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Hardee County, FL",FL,26937,19,2872,384,3,37,0.074,0,0,0,35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Baker County, FL",FL,29210,16,3335,352,2,59,0.052,0,0,0,22,0,4,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Bradford County, FL",FL,28201,15,2899,448,0,54,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Gilchrist County, FL",FL,18582,14,1464,201,0,37,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Dixie County, FL",FL,16826,10,1537,184,0,22,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Taylor County, FL",FL,21569,10,2688,316,1,43,0.06,6,0,0.01,48,0,3,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Glades County, FL",FL,13811,8,919,50,3,19,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Gulf County, FL",FL,13639,7,1897,164,0,41,0.01,0,0,0,25,0,3,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Washington County, FL",FL,25473,7,2650,160,0,48,0.05,1,0,0,37,0,7,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Union County, FL",FL,15237,6,1765,193,0,70,0.056,0,0,0,15,0,2,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Jefferson County, FL",FL,14246,6,1416,210,0,24,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Unallocated, FL",FL,NA,6,3514,23624,0,0,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Calhoun County, FL",FL,14105,5,1647,262,0,42,0.027,1,0,0.01,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Franklin County, FL",FL,12125,5,1289,73,0,16,0.071,0,0,0,15,0,11,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Holmes County, FL",FL,19617,5,2206,215,1,45,0.018,0,0,0,20,0,5,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Madison County, FL",FL,18493,4,2028,391,0,43,0.005,0,0,0,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Hamilton County, FL",FL,14428,4,1577,126,0,23,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Liberty County, FL",FL,8354,2,1051,87,2,17,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-21,"Lafayette County, FL",FL,8422,2,1604,153,0,25,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-22,"Miami-Dade County, FL",FL,2716940,7452,434352,132209,65,5725,0.098,569,206,0.09,6122.714285714286,0.06,1893.857142857143,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-22,"Broward County, FL",FL,1952778,4264,208096,63573,48,2595,0.093,456,125,0.11,4509.785714285715,0.09,1019,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-22,"Hillsborough County, FL",FL,1471968,2339,118061,27927,23,1578,0.064,269,107,0.05,4105.142857142857,0.04,643.4285714285712,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-22,"Palm Beach County, FL",FL,1496770,2288,128154,37827,50,2596,0.076,211,56,0.05,3643,0.03,743.7142857142858,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-22,"Orange County, FL",FL,1393452,2029,120183,28742,20,1161,0.053,164,299,0.05,4714.666666666667,0.03,827.9999999999999,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-22,"Pinellas County, FL",FL,974996,1188,70251,19800,23,1524,0.047,260,154,0.06,3047.309523809524,0.05,452.8571428571428,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-22,"Lee County, FL",FL,770577,1080,60914,12211,2,906,0.075,90,19,0.05,1585,0.04,246.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-22,"Polk County, FL",FL,724777,847,59767,14148,25,1219,0.059,140,73,0.07,1552,0.12,150,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-22,"Volusia County, FL",FL,553284,828,36709,9306,10,697,0.054,50,13,0.04,1564,0.04,216,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-22,"Duval County, FL",FL,957755,817,91450,20426,39,1275,0.033,93,82,0.04,3225,0.08,545,NA,NA,NA,NA,NA,NA,NA,NA
2021-03-22,"Brevard County, FL",FL,601942,652,36225,7825,8,789,0.057,59,14,0.05,1384,0.05,192.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA
